claim_id	node_id	cell_id	record_or_family_id	member_domain	claim_kind	claim_text	domain	status	selection_status	assumptions_used	source_record_ids	source_hashes	payoff_date	evidence_path	proof_path
AUX-MSB-011	A_U	LOW-DELTA-NONNEG	AU-MSB-L	all generator members	substantive	AU-MSB-L is necessary and sufficient when 0<nu<=nu_star and Delta>=0	0<nu<=nu_star; Delta>=0	proved	full pure/mixed member generator	M/S/B; local Bayes; pointwise deviations	N4-SC-EQ-L-STAR;N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-012	A_U	HIGH	AU-MSB-H0	V in [max(z_L,d),z_H]	substantive	With high prior and nu_off=0 every high-only PBE is generated by AU-MSB-H0	 nu_star<nu<1	proved	payoff interval retained	M/S/B; pointwise deviations	N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-013	A_U	HIGH	AU-MSB-HB	nu_off in (nu_star,1]	substantive	High nu_off forces unique efficient pooling at y_H	 nu_star<nu<1	proved	nu_off multiplicity retained	y_H off-path forcing deviation; feasibility	N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-014	A_U	HIGH	AU-MSB-L	all generator members	substantive	When Delta>=0 the posterior-zero family also exists for high priors	 nu_star<nu<1; Delta>=0	proved	separating and mixed signatures retained	M/S/B; local Bayes	N4-SC-EQ-L-STAR;N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-015	A_U	INTERIOR	ALL	all	coverage	AU-MSB-L and AU-MSB-H exhaust the interior correspondence by the lambda_0 dichotomy	0<nu<1	proved	no extra selector or symmetry	Lemmas 1-4	none	8f0f3a0e430e8005bd7a1da99477a7b0e27e163b85aa87c2ad349d9578aab21b	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-016	A_U	INTERIOR	ALL	all	substantive	Rejected signals enter a support only when the common payoff equals d	0<nu<1	proved	endogenous delay retained	sequential rationality	none	fb2cd323a74b30432746dc37d622014cd7768e6d5442877ed3a8e043df546dc4	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-017	A_U	INTERIOR	ALL	all	substantive	Separating accepted signals must give the same H share; separation by weak-allocation vector remains possible	0<nu<1	proved	imitation fully checked	common agreement payoff	none	fb2cd323a74b30432746dc37d622014cd7768e6d5442877ed3a8e043df546dc4	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-018	A_U	ALL	ALL	all	substantive	Local Bayes existence and admissibility are required at every disciplined point including mass-zero limit points	all priors	proved	no a.e.-only weakening	clause B taxononomy	none	8f0f3a0e430e8005bd7a1da99477a7b0e27e163b85aa87c2ad349d9578aab21b	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-019	A_U	ALL	ALL	all	substantive	One Borel Markov continuation map binds the same literal C_U member to both types at each posterior	all priors	proved	full continuation binder preserved	clauses M and S	N4-SC-EQ-L-STAR;N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	C_U native and A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-020	A_U	ALL	ALL	all	coverage	Type-conditioned H and weak payoffs precede the ex-ante average	all priors	proved	joint objects retained	contract dates	none	fb2cd323a74b30432746dc37d622014cd7768e6d5442877ed3a8e043df546dc4	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-021	A_U	NU-ZERO	AU-MSB-E0	all counterfactual sigma_1	substantive	At nu=0 sigma_0 is uniquely delta_y_L while sigma_1 follows the sign-Delta correspondence	 nu=0	proved	zero-prior strategy retained	prior support; full sequential rationality	N4-SC-EQ-L-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-022	A_U	NU-ONE	AU-MSB-E1	singleton	substantive	At nu=1 both type strategies uniquely choose y_H and beliefs are one everywhere	 nu=1	proved	zero-prior type retained	prior support; feasibility	N4-SC-EQ-P-STAR	f1c823123a9b218096d6d072ff5786775c91698ff0c2004791731d2d3406408b	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-023	A_U	ALL	ALL	all	coverage	The exact signature is the orbit under one common weak permutation applied to the full binder; current H strategy need not be symmetric	all priors	proved	clarification applied, no A_M-only rule imported	M/S/B clarification	none	6c73fa57c34eb1529259e7c56ef8e6ddbf906fa1977aacf551c429aa29b248c3	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-024	A_U	ALL	ALL	all	integration	A_U exports its exact binder/orbit; anonymous summary is not declared sufficient for AC without an operation-specific factorization proof	all priors	pending	AC decision deliberately not made	A_M two-layer decision read only for compatibility	none	cd9650715442dc0beae2fa6af450c509c0ad871d51dc5d54b0a6a826d1fc86e8	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-025	A_U	ALL	ALL	all	coverage	Every family preserves Gamma_0 and Gamma_1 jointly with strategies beliefs continuation payoffs and outcomes	all priors	proved	atomic binder; no marginal recombination	Gate 0; M/S/B	none	fb2cd323a74b30432746dc37d622014cd7768e6d5442877ed3a8e043df546dc4;8f0f3a0e430e8005bd7a1da99477a7b0e27e163b85aa87c2ad349d9578aab21b	A	none	model_redesign/agenda_extension_A_U_msb_results.md
AUX-MSB-026	A_U	ALL	ALL	all	coverage	Mechanical verification is separate evidence and does not prove PBE completeness local-Bayes existence or global deviations	all priors	checked numerically	no mechanical overclaim	verifier scope	none	fb2cd323a74b30432746dc37d622014cd7768e6d5442877ed3a8e043df546dc4	A	quality_reports/verification_outputs/2026-08-29_A_U_msb_blind_verifier_output.txt	scripts/verify_agenda_extension_A_U_msb.R
AUX-MSB-027	A_U	ALL	ALL	all	coverage	The candidate remains pending and unfrozen until two independent external reviews and any terminal author approval	all priors	pending	implementer is not reviewer	review protocol	none	8f0f3a0e430e8005bd7a1da99477a7b0e27e163b85aa87c2ad349d9578aab21b	NA	none	quality_reports/2026-08-29_A_U_msb_blind_derivation_report.md
